eaAreaName,easting,gridReference,label,lat,long,measures_label,measure_value,measure_date_time,measure_date,measures_notation,measures_parameter,measures_parameterName,measures_period,measures_qualifier,measures_valueType,stationReference,northing
,471775,SP7177559256,UPTON BYPASS GS NORTHANTS WITS,52.226831,-0.950596,UPTON BYPASS GS NORTHANTS WITS - level-stage-i-15_min-m,0.083,2023-08-09T21:30:00Z,2023-08-09,E2779-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E2779,259256
,353750,ST537679,Rainfall station,51.408672,-2.666341,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:00:00Z,2023-08-09,52203-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,52203,167950
,524146,TA2414609171,GRIMSBY GREAT COATES BRIDGE GS WITS,53.564461,-0.127006,GRIMSBY GREAT COATES BRIDGE GS WITS - level-downstage-i-15_min-m,2.163,2023-08-09T21:30:00Z,2023-08-09,E27454-level-downstage-i-15_min-m,level,Water Level,900,Downstream Stage,instantaneous,E27454,409171
North East - Northumberland Durham and Tees,471300,,Skinningrove,54.567493,-0.898737,Skinningrove - level-stage-i-15_min-mAOD,4.188,2023-08-09T21:30:00Z,2023-08-09,L2922-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,L2922,519700
,602450,TR024413,AYLESFORD STREAM USGS,51.135619,0.8924,AYLESFORD STREAM USGS - flow--i-15_min-m3_s,0.047,2023-08-09T21:30:00Z,2023-08-09,E4417-flow--i-15_min-m3_s,flow,Flow,900,,instantaneous,E4417,141350
North East - Northumberland Durham and Tees,399885,NT9988530760,Doddington Bridge,55.570489,-2.003375,Doddington Bridge - level-stage-i-15_min-m,0.361,2023-08-09T21:30:00Z,2023-08-09,021034-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,021034,630760
,,SP9705,Ashley Green STW OBH,,,Ashley Green STW OBH - level-groundwater-i-1_h-mAOD,121.05,2023-08-09T21:00:00Z,2023-08-09,SP90_64-level-groundwater-i-1_h-mAOD,level,Water Level,3600,Groundwater,instantaneous,SP90_64,
,,SJ5621,RAF Shawbury OBH,,,RAF Shawbury OBH - level-groundwater-i-1_h-mBDAT,1.805,2023-08-09T07:00:00Z,2023-08-09,5004-level-groundwater-i-1_h-mBDAT,level,Water Level,3600,Groundwater,instantaneous,5004,
,497650,SU976611,Rainfall station,51.341055,-0.599459,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,283596TP-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,283596TP,161150
North East - Yorkshire,466805,SE6680522774,Snaith Ings,53.697129,-0.989661,,,,,,,,,,,L1810,422774
Anglian - Lincolnshire and Northamptonshire,489800,,Harrowden,52.334238,-0.683513,GREAT HARROWDEN GS - level-stage-i-15_min-m,0.169,2023-08-09T06:00:00Z,2023-08-09,E2662-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E2662,271500
North East - Yorkshire,446780,SE467228,Pontefract Wash Dike,53.699599,-1.292918,,,,,,,,,,,L1813,422807
North West - Cumbria and Lancashire,338616,NY 38616 16907,Glenridding Village,54.543667,-2.95035,Glenridding Village - level-stage-i-15_min-m,0.281,2023-08-09T21:30:00Z,2023-08-09,761515-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,761515,516907
Thames - Hertfordshre and North London,533460,TL3346021410,Dane End,51.875292,-0.062702,Dane End Tributary at Dane End - level-stage-i-15_min-mASD,0.778,2023-08-09T21:30:00Z,2023-08-09,4868TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4868TH,221410
North West - Cumbria and Lancashire,339020,NY 39020 16920,Glenridding Steamer Pier,54.543833,-2.944108,Glenridding Pier - level-stage-i-15_min-m,0.571,2023-08-09T21:30:00Z,2023-08-09,761514-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,761514,516920
South West - Devon and Cornwall,330720,,Weycroft Bridge,50.795583,-2.98435,WEYCROFT BRIDGE - level-stage-i-15_min-m,0.478,2023-08-09T21:00:00Z,2023-08-09,45220-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,45220,100020
,462450,SP624551,Rainfall station,52.191056,-1.087854,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T04:30:00Z,2023-08-09,E2527-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E2527,255150
,566193,TQ6619312875,TILLEY BRIDGE GS,50.89145,0.361642,TILLEY BRIDGE GS - flow--i-15_min-m3_s,0.03,2023-08-09T21:30:00Z,2023-08-09,E7090-flow--i-15_min-m3_s,flow,Flow,900,,instantaneous,E7090,112875
,345650,SD456283,Rainfall station,53.748659,-2.825643,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,576925-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,576925,428350
Southern - Kent and South London,543800,,Forest Row,51.095381,0.052195,FOREST ROW RL - level-stage-i-15_min-mASD,-0.01,2023-08-09T21:30:00Z,2023-08-09,E1560-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E1560,134900
,623650,TR236402,Rainfall station,51.117863,1.194265,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,E5170-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E5170,140250
,405150,SU051621,Rainfall station,51.358394,-1.927417,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,43105-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,43105,162150
,290199,SX9019972408,COOMBE CELLARS,50.5411,-3.550902,COOMBE CELLARS - wind-direction-i-15_min-deg,76.054,2023-08-09T21:30:00Z,2023-08-09,46132-wind-direction-i-15_min-deg,wind,Wind,900,Direction,instantaneous,46132,72408
North East - Yorkshire,479069,SE7906971221,Norton Mill Beck Screen,54.130753,-0.791452,Norton Mill Beck Screen - level-stage-i-15_min-m,-0.002,2023-08-09T21:30:00Z,2023-08-09,L28092-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L28092,471221
,,TQ9164,SITTINGBOURNE GWL,,,SITTINGBOURNE GWL - level-groundwater-i-15_min-mAOD,2.273,2023-08-09T21:30:00Z,2023-08-09,E3223-level-groundwater-i-15_min-mAOD,level,Water Level,900,Groundwater,instantaneous,E3223,
South West - Wessex,359600,,Maiden Newton,50.776561,-2.574345,MAIDEN NEWTON ADCP TO BE WITSD - level-stage-i-15_min-m,0.244,2023-08-09T16:15:00Z,2023-08-09,44204-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,44204,97600
,507650,TQ076155,Rainfall station,50.929364,-0.469557,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,E9660-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E9660,115550
North West - Greater Manchester Merseyside and Cheshire,399500,,Uppermill,53.542889,-2.009008,Uppermill - level-stage-i-15_min-m,0.078,2023-08-09T21:30:00Z,2023-08-09,692418-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,692418,405140
North East - Yorkshire,414593,SE1459318849,Huddersfield York Avenue,53.665909,-1.780614,Huddersfield York Avenue - level-stage-i-15_min-m,0.067,2023-08-09T21:30:00Z,2023-08-09,L1132-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L1132,418849
North West - Cumbria and Lancashire,347620,,Wanes Blades,53.607043,-2.793103,,,,,,,,,,,700306,412570
,492950,SK929196,Rainfall station,52.766451,-0.623828,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T06:30:00Z,2023-08-09,E7165-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E7165,319650
North East - Yorkshire,441900,SE4190027265,Allerton Ings,53.740078,-1.366226,Allerton Ings - level-stage-i-15_min-m,0.043,2023-08-09T21:15:00Z,2023-08-09,L1721-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L1721,427265
Thames - West Thames,479700,,Redlands Lane,51.237321,-0.859739,Redlands Lane FWS - level-stage-i-15_min-mASD,0.676,2023-08-09T21:30:00Z,2023-08-09,2453TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2453TH,149300
,504966,TQ0496681886,Old Mill House Penstock,51.526136,-0.488324,Old Mill House Penstock - level-stage-i-15_min-mAOD,28.89,2023-08-09T21:30:00Z,2023-08-09,2857TH-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,2857TH,181886
South West - Wessex,416100,,Nunton Bridge,51.036427,-1.771751,NUNTON BRIDGE WITS - level-stage-i-15_min-m,0.487,2023-08-09T21:30:00Z,2023-08-09,43120-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,43120,126366
South West - Devon and Cornwall,220740,,Polperro,50.33114,-4.52005,POLPERRO CHURCH WITS - level-stage-i-15_min-m,0.109,2023-08-09T06:00:00Z,2023-08-09,49118-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,49118,50950
South West - Devon and Cornwall,152085,,St Ives,50.215231,-5.476421,ST IVES TIDE - level-tidal_level-i-15_min-mAOD,1.417,2023-08-09T16:15:00Z,2023-08-09,48160-level-tidal_level-i-15_min-mAOD,level,Water Level,900,Tidal Level,instantaneous,48160,40810
North East - Yorkshire,455512,SE5551239809,Nun Appleton Fleet Pumping Station,53.851542,-1.15762,,,,,,,,,,,L2011,439809
,,SU5183,Saltbox OBH,,,Saltbox OBH - level-groundwater-i-1_h-mAOD,99.499,2023-08-09T10:00:00Z,2023-08-09,SU58_88B-level-groundwater-i-1_h-mAOD,level,Water Level,3600,Groundwater,instantaneous,SU58_88B,
North West - Cumbria and Lancashire,363990,,Brigflats,54.314107,-2.555012,Brigg Flatts - level-stage-i-15_min-m,0.678,2023-08-09T15:00:00Z,2023-08-09,723423-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,723423,491090
Anglian - Cambridgeshire and Bedfordshire,560088,TF60088 11398,Magdalen Bridge,52.676627,0.36647,MAGDALEN BRIDGE TS WIGGENHALL ST MARY MAGDALEN - level-tidal_level-i-15_min-m,-0.086,2023-08-09T21:30:00Z,2023-08-09,E23745-level-tidal_level-i-15_min-m,level,Water Level,900,Tidal Level,instantaneous,E23745,311398
,613850,TR138363,RUCKINGE DYKE RL,51.086583,1.052146,RUCKINGE DYKE RL - level-stage-i-15_min-mAOD,38.255,2023-08-09T21:30:00Z,2023-08-09,E5680-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E5680,136350
Midlands - Shropshire Herefordshire Worcestershire and Gloucestershire,390305,,Witcombe,51.840037,-2.142115,Witcombe LVL - level-stage-i-15_min-mASD,0.011,2023-08-09T21:30:00Z,2023-08-09,2661-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2661,215725
,357819,SJ5781999212,Ivy Street,53.487907,-2.637167,Ivy Street - level-stage-i-15_min-m,0.244,2023-08-09T21:30:00Z,2023-08-09,694020-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,694020,399212
Thames - Kent and South London,540600,,Hayes Lane,51.392901,0.019484,,,,,,,,,,,4310TH,167920
North East - Northumberland Durham and Tees,432300,,Blyth,55.12861,-1.494986,Blyth - level-tidal_level-i-15_min-mAOD,1.588,2023-08-09T21:30:00Z,2023-08-09,022999-level-tidal_level-i-15_min-mAOD,level,Water Level,900,Tidal Level,instantaneous,022999,581700
,422950,SK229552,Rainfall station,53.093957,-1.658736,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,3576-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,3576,355250
North East - Yorkshire,423924,SE2392424695,Batley Carlinghow,53.71811,-1.638949,,,,,,,,,,,L1376,424695
,497540,SK9754070498,MONSON STREET LINCOLN GS,53.222575,-0.540498,MONSON STREET LINCOLN GS - flow-stage-i-15_min-m3_s,0.03,2023-08-09T04:30:00Z,2023-08-09,E40135-flow-stage-i-15_min-m3_s,flow,Flow,900,Stage,instantaneous,E40135,370498
,407550,SK075233,Rainfall station,52.807639,-1.889433,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,3099-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,3099,323350
South West - Wessex,413860,SU 13860 30819,Salisbury Ashley Road,51.076527,-1.803528,SALISBURY ASHLEY ROAD RL TO BE WITSD - level-stage-i-15_min-m,0.401,2023-08-09T06:00:00Z,2023-08-09,43165-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,43165,130819
North West - Cumbria and Lancashire,346007,,Dacre Bridge,54.628797,-2.837846,Dacre Beck - level-stage-i-15_min-m,0.274,2023-08-09T21:30:00Z,2023-08-09,761706-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,761706,526287
Anglian - Essex Norfolk and Suffolk,610698,TG 10699 30509,Corpusty,52.830878,1.126258,CORPUSTY GS - level-stage-i-15_min-mASD,0.082,2023-08-09T06:30:00Z,2023-08-09,E21836-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E21836,330509
South West - Devon and Cornwall,280987,,Bovey Parke,50.595603,-3.682853,BOVEY PARKE - level-stage-i-15_min-m,0.398,2023-08-09T21:00:00Z,2023-08-09,46133-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,46133,78672
North West - Cumbria and Lancashire,322728,SD2272873895,Bow Bridge Abbey Road,54.155019,-3.184714,,,,,,,,,,,738345,473895
Southern - Kent and South London,630043,TR3004343019,Crabble Mill,51.140192,1.287219,,,,,,,,,,,E5080,143019
Thames - West Thames,472350,,Kings Pond,51.150372,-0.96697,RIVER WEY (NORTH) AT KINGS POND (ALTON) - level-stage-i-15_min-mASD,0.117,2023-08-09T21:30:00Z,2023-08-09,3012TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,3012TH,139520
North East - Northumberland Durham and Tees,449822,NZ4982218926,Middlesbrough Albert Park Footbridge,54.563104,-1.231019,Middlesbrough Albert Park FB - level-stage-i-15_min-m,-0.002,2023-08-09T19:00:00Z,2023-08-09,L3921A-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,L3921A,518926
,525885,TF2588569863,VICTORIA MILL HORNCASTLE GS,53.210918,-0.116421,VICTORIA MILL HORNCASTLE GS - flow-stage-i-15_min-m3_s,0.382,2023-08-09T04:45:00Z,2023-08-09,E2992-flow-stage-i-15_min-m3_s,flow,Flow,900,Stage,instantaneous,E2992,369863
,456750,SP567545,Rainfall station,52.186277,-1.171327,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T05:15:00Z,2023-08-09,E7050-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E7050,254550
South West - Devon and Cornwall,176841,,Bolingey Cocks Bridge,50.333505,-5.137115,BOLINGEY COCKS BRIDGE - level-stage-i-15_min-m,0.23,2023-08-09T06:00:00Z,2023-08-09,48110-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,48110,52883
South West - Devon and Cornwall,269066,,Chulmleigh,50.907767,-3.863651,CHULMLEIGH - level-stage-i-15_min-m,0.444,2023-08-09T16:00:00Z,2023-08-09,50125-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,50125,113688
Southern - Solent and South Downs,435524,SU3552415873,Conagar Bridge,50.941207,-1.495758,CONAGAR BRIDGE USGS - level-stage-i-15_min-mASD,0.591,2023-08-09T21:30:00Z,2023-08-09,E13404-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,E13404,115873
,217690,NS 17690 54544,Millport,55.74981,-4.90633,Millport - level-tidal_level-Mean-15_min-m,1.742,2023-08-09T21:30:00Z,2023-08-09,E74024-level-tidal_level-Mean-15_min-m,level,Water Level,900,Tidal Level,mean,E74024,654544
Thames - West Thames,429500,,Knighton Main,51.437409,-1.576981,,,,,,,,,,,2230TH,171020
,491425,SU91428034,Jubilee River at Marsh Lane,51.514636,-0.683855,,,,,,,,,,,2723TH,180345
North East - Yorkshire,442800,,Hunsingore,53.971293,-1.349003,Hunsingore - level-stage-i-15_min-m,0.176,2023-08-09T21:30:00Z,2023-08-09,F2104-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,F2104,453000
,,SE6824,Newlands,,,Newlands - level-groundwater-i-15_min-mAOD,3.57,2023-08-09T18:00:00Z,2023-08-09,SE62NLSLRD-level-groundwater-i-15_min-mAOD,level,Water Level,900,Groundwater,instantaneous,SE62NLSLRD,
Thames - Hertfordshre and North London,505782,TQ0578280005,Yiewsley,51.509078,-0.47713,Frays River at Yiewsley - level-stage-i-15_min-mASD,0.814,2023-08-09T21:30:00Z,2023-08-09,2891TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2891TH,180005
,366550,SJ665233,Rainfall station,52.806646,-2.49764,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,1747-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,1747,323350
North West - Cumbria and Lancashire,329336,SD2933678040,Allotments,54.193218,-3.084524,Allotments (Town Beck) Ulverston - level-stage-i-15_min-m,0.139,2023-07-26T11:45:00Z,2023-07-26,736417-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,736417,478040
,364845,SD64840028,West Leigh,53.498069,-2.531405,West Leigh - level-stage-i-15_min-m,0.171,2023-08-09T21:30:00Z,2023-08-09,693009-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,693009,400285
,518531,TL1853129021,HITCHIN GS,51.947059,-0.276838,HITCHIN GS - level-stage-i-15_min-m,0.039,2023-08-09T05:30:00Z,2023-08-09,E24817-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,E24817,229021
Midlands - Staffordshire Warwickshire and West Midlands,426010,,Shipston,52.062264,-1.622014,Shipston LVL - level-stage-i-15_min-mASD,0.369,2023-08-09T21:30:00Z,2023-08-09,2092-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2092,240500
North West - Greater Manchester Merseyside and Cheshire,374340,,Farnworth,53.557357,-2.388815,Farnworth - level-stage-i-15_min-m,0.09,2023-08-09T21:30:00Z,2023-08-09,690408-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,690408,406820
South West - Devon and Cornwall,298860,,Lympstone,50.648044,-3.431911,LYMPSTONE - level-tidal_level-i-15_min-m,0.443,2023-08-09T16:00:00Z,2023-08-09,50180-level-tidal_level-i-15_min-m,level,Water Level,900,Tidal Level,instantaneous,50180,84130
,509710,TQ0971003476,FERRING RIFE RL,50.820442,-0.443874,FERRING RIFE RL - level-stage-i-15_min-mAOD,3.503,2023-08-09T21:30:00Z,2023-08-09,E9500-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E9500,103476
South West - Devon and Cornwall,294415,,Limekilns,50.690882,-3.496147,EXMINSTER MARSHES LIME KILNS - level-stage-i-15_min-m,0.596,2023-08-09T21:00:00Z,2023-08-09,45126-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,45126,88983
,298860,SX9886084130,LYMPSTONE,50.648044,-3.431911,LYMPSTONE - wind-speed-i-15_min-Knots,6.7,2023-08-09T16:00:00Z,2023-08-09,50181-wind-speed-i-15_min-Knots,wind,Wind,900,Speed,instantaneous,50181,84130
,,SJ4217,Knolls ABH,,,Knolls ABH - level-groundwater-i-1_h-mBDAT,23.54,2023-08-09T21:00:00Z,2023-08-09,26141-level-groundwater-i-1_h-mBDAT,level,Water Level,3600,Groundwater,instantaneous,26141,
South West - Devon and Cornwall,302079,,Woodmill,50.8432,-3.392156,,,,,,,,,,,45119,105777
South West - Wessex,400360,SU0036034540,Oakley Industrial Estate,51.110151,-1.996228,OAKLEY INDUSTRIAL ESTATE BH - level-groundwater-i-15_min-mAOD,86.98,2023-08-09T06:15:00Z,2023-08-09,43172-level-groundwater-i-15_min-mAOD,level,Water Level,900,Groundwater,instantaneous,43172,134540
,560550,TL605075,Rainfall station,51.743647,0.324082,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T06:00:00Z,2023-08-09,E24952-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,E24952,207550
,382250,SD822675,Rainfall station,54.103514,-2.27294,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,571894-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,571894,467550
Thames - West Thames,477395,,Marsh Lock,51.528776,-0.885703,,,,,,,,,,,2495TH,181685
North West - Cumbria and Lancashire,339000,SD 39000 95652,Far Sawrey,54.352722,-2.940028,Far Sawrey - level-stage-i-15_min-m,0.403,2023-08-09T21:30:00Z,2023-08-09,735225-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,735225,495652
,510574,TF1057419902,MAYS SLUICE BOURNE,52.765399,-0.362646,MAYS SLUICE BOURNE - level-stage-i-15_min-mAOD,4.07,2023-08-09T06:00:00Z,2023-08-09,E2089-level-stage-i-15_min-mAOD,level,Water Level,900,Stage,instantaneous,E2089,319902
North West - Cumbria and Lancashire,348268,SD4826863364,Skerton Weir,54.063594,-2.791879,Skerton Weir - level-stage-i-15_min-m,0.713,2023-08-09T21:30:00Z,2023-08-09,724647-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,724647,463364
Thames - Kent and South London,533437,,Tower Pier,51.506753,-0.078706,,,,,,,,,,,0007,180397
Thames - West Thames,459560,,Langford Village,51.895439,-1.13585,Langford Brook at Langford Village - level-stage-i-15_min-mASD,0.351,2023-08-09T21:30:00Z,2023-08-09,1484TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,1484TH,222230
,,SU3282,Longacre OBH,,,Longacre OBH - level-groundwater-i-1_h-mAOD,132.369,2023-08-09T10:00:00Z,2023-08-09,SU38_46B-level-groundwater-i-1_h-mAOD,level,Water Level,3600,Groundwater,instantaneous,SU38_46B,
South West - Wessex,363940,ST6394080460,Bradley Bridge,51.521892,-2.521122,BRADLEY BRIDGE - level-stage-i-15_min-m,0.005,2023-08-09T21:30:00Z,2023-08-09,531118-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,531118,180460
,,SU3249,CLANVILLE GATE GWL,,,CLANVILLE GATE GWL - level-groundwater-i-15_min-mAOD,84.479,2023-08-09T20:00:00Z,2023-08-09,E14160-level-groundwater-i-15_min-mAOD,level,Water Level,900,Groundwater,instantaneous,E14160,
Midlands - Staffordshire Warwickshire and West Midlands,408006,SK 08006 33315,Uttoxeter Park,52.897211,-1.882427,Uttoxeter Park LVL - level-stage-i-15_min-mASD,0.255,2023-08-09T21:30:00Z,2023-08-09,4535-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4535,333315
,364976,SJ6497687701,Ferry Lane,53.384972,-2.528026,Ferry Lane - level-stage-i-15_min-m,0.345,2023-08-09T21:30:00Z,2023-08-09,693544-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,693544,387701
South West - Devon and Cornwall,241634,,Hayne Bridge,50.658035,-4.241876,HAYNE BRIDGE - level-stage-i-15_min-m,0.261,2023-08-09T21:30:00Z,2023-08-09,47124-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,47124,86661
,459526,SP5952680311,Stanford River LVL,52.417555,-1.126182,Stanford River LVL - level-stage-i-15_min-mASD,0.828,2023-08-09T21:30:00Z,2023-08-09,2611-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2611,280311
,365550,ST655574,Rainfall station,51.315105,-2.495674,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:00:00Z,2023-08-09,53111-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,53111,157450
Thames - West Thames,412100,,Water Eaton,51.64017,-1.826539,,,,,,,,,,,0390TH,193500
Thames - West Thames,432700,,Lambourn,51.508084,-1.530219,River Lambourn at Lambourn - level-stage-i-15_min-mASD,1.033,2023-08-09T18:00:00Z,2023-08-09,2251TH-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,2251TH,178900
,424650,SE246324,Rainfall station,53.787777,-1.627332,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,076204-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,076204,432450
,249050,SX490595,Rainfall station,50.416367,-4.126049,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T16:00:00Z,2023-08-09,47155-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,47155,59550
South West - Devon and Cornwall,273591,SX7359166254,Buckfastleigh Higher Town Bridge,50.482427,-3.783081,BUCKFASTLEIGH HIGHER TOWN BRIDGE - level-stage-i-15_min-m,0.543,2023-08-09T21:00:00Z,2023-08-09,46165-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,46165,66254
Anglian - Essex Norfolk and Suffolk,639090,TM3909157635,Snape,52.165149,1.494612,SNAPE TS GSM - level-tidal_level-i-15_min-mAOD,1.071,2023-08-09T05:30:00Z,2023-08-09,E41694-level-tidal_level-i-15_min-mAOD,level,Water Level,900,Tidal Level,instantaneous,E41694,257635
,355250,SO552355,Rainfall station,52.016552,-2.653481,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T21:30:00Z,2023-08-09,1687-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,1687,235550
South West - Devon and Cornwall,296077,SS9607712723,Tiverton Lowman,50.904593,-3.479351,,,,,,,,,,,45172,112723
Midlands - Derbyshire Nottinghamshire and Leicestershire,462317,SK6231741782,Carlton,52.969773,-1.07353,,,,,,,,,,,4208,341782
,291750,SX917791,Rainfall station,50.601997,-3.530985,rainfall-tipping_bucket_raingauge-t-15_min-mm,0.0,2023-08-09T16:00:00Z,2023-08-09,45115-rainfall-tipping_bucket_raingauge-t-15_min-mm,rainfall,Rainfall,900,Tipping Bucket Raingauge,total,45115,79150
Midlands - Derbyshire Nottinghamshire and Leicestershire,438630,SK38634711,Smithy Houses,53.019889,-1.425573,Smithy Houses LVL - level-stage-i-15_min-mASD,0.338,2023-08-09T21:30:00Z,2023-08-09,4190-level-stage-i-15_min-mASD,level,Water Level,900,Stage,instantaneous,4190,347110
North East - Yorkshire,447700,,Tadcaster,53.890881,-1.275696,,,,,,,,,,,F2002,444100
North East - Yorkshire,433944,SK339692,Holymoorside,53.219025,-1.493093,,,,,,,,,,,L0237,369229
,435107,NZ3510747236,Hetton Le Hole,54.818735,-1.455174,Hetton Le Hole - level-stage-i-15_min-m,0.106,2023-08-09T21:15:00Z,2023-08-09,024019-level-stage-i-15_min-m,level,Water Level,900,Stage,instantaneous,024019,547236
